Feature;Name;Toolbox;Category;Family;Parent;Description
F1460;Loudness (MG & B PsySound2) - Timbral Width (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1461;Loudness (MG & B PsySound2) - Timbral Width (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1462;Loudness (MG & B PsySound2) - Timbral Width (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1463;Loudness (MG & B PsySound2) - Timbral Width (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1464;Loudness (MG & B PsySound2) - Volume (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1465;Loudness (MG & B PsySound2) - Volume (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1466;Loudness (MG & B PsySound2) - Volume (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1467;Loudness (MG & B PsySound2) - Volume (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1468;Loudness (MG & B PsySound2) - Volume (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1469;Loudness (MG & B PsySound2) - Volume (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1470;Loudness (MG & B PsySound2) - Volume (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Volume;to be added later
F1471;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1472;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1473;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1474;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1475;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1476;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1477;Loudness (MG & B PsySound2) - Tonal Dissonance (HK) (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1478;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1479;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1480;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1481;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1482;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1483;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1484;Loudness (MG & B PsySound2) - Tonal Dissonance (S) (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Tonal Dissonance;to be added later
F1485;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1486;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1487;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1488;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1489;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1490;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1491;Loudness (MG & B PsySound2) - Spectral Dissonance (HK) (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1492;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1493;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1494;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1495;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1496;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1497;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1498;Loudness (MG & B PsySound2) - Spectral Dissonance (S) (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Spectral Dissonance;to be added later
F1499;Roughness (D & W) - Roughness (min);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1500;Roughness (D & W) - Roughness (max);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1501;Roughness (D & W) - Roughness (mean);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1502;Roughness (D & W) - Roughness (median);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1503;Roughness (D & W) - Roughness (std);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1504;Roughness (D & W) - Roughness (skewness);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1505;Roughness (D & W) - Roughness (kurtosis);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Roughness;to be added later
F1506;Roughness (D & W) - Average Roughness (min);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1507;Roughness (D & W) - Average Roughness (max);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1508;Roughness (D & W) - Average Roughness (mean);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1509;Roughness (D & W) - Average Roughness (median);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1510;Roughness (D & W) - Average Roughness (std);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1511;Roughness (D & W) - Average Roughness (skewness);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1512;Roughness (D & W) - Average Roughness (kurtosis);PsySound 3;Tone Color;Roughness (D & W);Roughness (D & W) - Average Roughness;to be added later
F1513;Pitch (Terhardt) - Pure Tonalness (min);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1514;Pitch (Terhardt) - Pure Tonalness (max);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1515;Pitch (Terhardt) - Pure Tonalness (mean);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1516;Pitch (Terhardt) - Pure Tonalness (median);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1517;Pitch (Terhardt) - Pure Tonalness (std);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1518;Pitch (Terhardt) - Pure Tonalness (skewness);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1519;Pitch (Terhardt) - Pure Tonalness (kurtosis);PsySound 3;Melody;Pitch;Pitch - Pure Tonalness;to be added later
F1520;Pitch (Terhardt) - Complex Tonalness (min);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1521;Pitch (Terhardt) - Complex Tonalness (max);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1522;Pitch (Terhardt) - Complex Tonalness (mean);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1523;Pitch (Terhardt) - Complex Tonalness (median);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1524;Pitch (Terhardt) - Complex Tonalness (std);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1525;Pitch (Terhardt) - Complex Tonalness (skewness);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1526;Pitch (Terhardt) - Complex Tonalness (kurtosis);PsySound 3;Melody;Pitch;Pitch - Complex Tonalness;to be added later
F1527;Pitch (Terhardt) - Multiplicity (min);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1528;Pitch (Terhardt) - Multiplicity (max);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1529;Pitch (Terhardt) - Multiplicity (mean);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1530;Pitch (Terhardt) - Multiplicity (median);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1531;Pitch (Terhardt) - Multiplicity (std);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1532;Pitch (Terhardt) - Multiplicity (skewness);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1533;Pitch (Terhardt) - Multiplicity (kurtosis);PsySound 3;Melody;Pitch;Pitch - Multiplicity;to be added later
F1534;Pitch (Terhardt) - Chord Change Likelihood (min);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1535;Pitch (Terhardt) - Chord Change Likelihood (max);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1536;Pitch (Terhardt) - Chord Change Likelihood (mean);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1537;Pitch (Terhardt) - Chord Change Likelihood (median);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1538;Pitch (Terhardt) - Chord Change Likelihood (std);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1539;Pitch (Terhardt) - Chord Change Likelihood (skewness);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1540;Pitch (Terhardt) - Chord Change Likelihood (kurtosis);PsySound 3;Melody;Pitch;Pitch - Chord Change Likelihood;to be added later
F1541;Pitch (SWIPEP) - SWIPEP Pitch (min);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1542;Pitch (SWIPEP) - SWIPEP Pitch (max);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1543;Pitch (SWIPEP) - SWIPEP Pitch (mean);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1544;Pitch (SWIPEP) - SWIPEP Pitch (median);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1545;Pitch (SWIPEP) - SWIPEP Pitch (std);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1546;Pitch (SWIPEP) - SWIPEP Pitch (skewness);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1547;Pitch (SWIPEP) - SWIPEP Pitch (kurtosis);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch;to be added later
F1548;Pitch (SWIPEP) - SWIPEP Pitch Strength (min);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1549;Pitch (SWIPEP) - SWIPEP Pitch Strength (max);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1550;Pitch (SWIPEP) - SWIPEP Pitch Strength (mean);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1551;Pitch (SWIPEP) - SWIPEP Pitch Strength (median);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1552;Pitch (SWIPEP) - SWIPEP Pitch Strength (std);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1553;Pitch (SWIPEP) - SWIPEP Pitch Strength (skewness);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1554;Pitch (SWIPEP) - SWIPEP Pitch Strength (kurtosis);PsySound 3;Melody;Pitch;Pitch - SWIPEP Pitch Strength;to be added later
F1555;Beatroot Beat Detection - Tempo (min);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1556;Beatroot Beat Detection - Tempo (max);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1557;Beatroot Beat Detection - Tempo (mean);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1558;Beatroot Beat Detection - Tempo (median);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1559;Beatroot Beat Detection - Tempo (std);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1560;Beatroot Beat Detection - Tempo (skewness);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1561;Beatroot Beat Detection - Tempo (kurtosis);PsySound 3;Rhythm;Tempo;Beatroot Beat Detection - Tempo;to be added later
F1562;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (min);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1563;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (max);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1564;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (mean);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1565;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (median);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1566;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (std);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1567;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (skewness);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1568;Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness (kurtosis);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Instantaneous Loudness;to be added later
F1569;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (min);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1570;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (max);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1571;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (mean);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1572;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (median);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1573;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (std);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1574;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (skewness);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1575;Loudness (Moore, Glasberg and Baer) - Short-term Loudness (kurtosis);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Short-term Loudness;to be added later
F1576;Loudness (Moore, Glasberg and Baer) - Long-term Loudness (min);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Long-term Loudness;to be added later
F1577;Loudness (Moore, Glasberg and Baer) - Long-term Loudness (max);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Long-term Loudness;to be added later
F1578;Loudness (Moore, Glasberg and Baer) - Long-term Loudness (mean);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Long-term Loudness;to be added later
F1579;Loudness (Moore, Glasberg and Baer) - Long-term Loudness (median);PsySound 3;Dynamics;Loudness (Moore, Glasberg and Baer);Loudness (Moore, Glasberg and Baer) - Long-term Loudness;to be added later
